Frequency,XinV,YinV,RinV,outputphase
1.8,0.000121117,0.00100327,0.0010109,83.112
1.8,0.000121117,0.00100613,0.00101376,83.088
1.8,0.000123979,0.00100518,0.00101376,82.938
1.8,0.000123979,0.00100232,0.00100995,82.914
1.8,0.000121117,0.00100137,0.00100899,83.094
1.8,0.000117302,0.00100327,0.00100899,83.292
1.8,0.000117302,0.00100709,0.00101376,83.358
1.8,0.000120163,0.00100709,0.00101472,83.172
1.8,0.000123025,0.00100518,0.00101186,83.004
1.8,0.000121117,0.00100327,0.00100995,83.07
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000121117,0.00100709,0.00101376,83.13
1.8,0.000124932,0.00100804,0.00101567,82.92
1.8,0.00012684,0.00100518,0.00101376,82.788
1.8,0.000124932,0.00100232,0.00100995,82.878
1.8,0.000123025,0.00100137,0.00100899,82.98
1.8,0.000122071,0.00100423,0.00101186,83.04
1.8,0.000123979,0.00100613,0.00101376,82.938
1.8,0.000127793,0.00100423,0.00101186,82.704
1.8,0.00012684,0.00100041,0.00100899,82.752
1.8,0.000123025,0.00100041,0.00100709,82.974
1.8,0.000120163,0.00100423,0.00101186,83.154
1.8,0.000122071,0.00100613,0.00101376,83.052
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000125886,0.00100327,0.0010109,82.842
1.8,0.000123025,0.00100137,0.00100899,82.98
1.8,0.000121117,0.00100327,0.0010109,83.112
1.8,0.000121117,0.00100518,0.00101281,83.088
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.000123979,0.00100137,0.00100899,82.908
1.8,0.000123025,0.00100041,0.00100709,82.974
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000123979,0.00100518,0.00101281,82.932
1.8,0.000125886,0.00100327,0.00101186,82.812
1.8,0.000124932,0.00100137,0.00100899,82.872
1.8,0.000123979,0.00100041,0.00100709,82.938
1.8,0.000121117,0.00100327,0.00100995,83.07
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000125886,0.00100613,0.00101376,82.866
1.8,0.000123979,0.00100232,0.00100995,82.914
1.8,0.000121117,0.00100137,0.00100899,83.094
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000123979,0.00100518,0.00101186,82.968
1.8,0.000125886,0.00100327,0.00101186,82.848
1.8,0.000123979,0.00100137,0.00100899,82.908
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000121117,0.00100423,0.00101186,83.076
1.8,0.000123979,0.00100518,0.00101281,82.974
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000124932,0.00100232,0.00100995,82.878
1.8,0.000123025,0.00100232,0.00100899,82.986
1.8,0.000121117,0.00100327,0.0010109,83.112
1.8,0.000123025,0.00100518,0.00101281,83.01
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000125886,0.00100327,0.0010109,82.842
1.8,0.000123979,0.00100232,0.00100899,82.95
1.8,0.000121117,0.00100423,0.00101186,83.112
1.8,0.00011921,0.00100613,0.00101376,83.202
1.8,0.000121117,0.00100613,0.00101376,83.088
1.8,0.000123025,0.00100327,0.0010109,82.998
1.8,0.000121117,0.00100041,0.00100804,83.052
1.8,0.000120163,0.00100232,0.00100899,83.136
1.8,0.000120163,0.00100613,0.00101376,83.166
1.8,0.000123025,0.00100899,0.00101567,83.034
1.8,0.000125886,0.00100709,0.00101567,82.878
1.8,0.000125886,0.00100327,0.0010109,82.842
1.8,0.000121117,0.00100232,0.00100899,83.064
1.8,0.00011921,0.00100423,0.00101186,83.19
1.8,0.000121117,0.00100709,0.00101376,83.13
1.8,0.000124932,0.00100613,0.00101376,82.902
1.8,0.000127793,0.00100327,0.0010109,82.728
1.8,0.000124932,0.00100041,0.00100804,82.86
1.8,0.000122071,0.00100327,0.00100995,83.028
1.8,0.000122071,0.00100709,0.00101472,83.064
1.8,0.000124932,0.00100804,0.00101567,82.92
1.8,0.000125886,0.00100423,0.00101186,82.812
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.00011921,0.00100137,0.00100899,83.172
1.8,0.00011921,0.00100518,0.00101186,83.19
1.8,0.000123979,0.00100709,0.00101472,82.944
1.8,0.000125886,0.00100327,0.00101186,82.812
1.8,0.000124932,0.00100041,0.00100899,82.866
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.000120163,0.00100518,0.00101281,83.16
1.8,0.000123979,0.00100804,0.00101567,82.992
1.8,0.00012684,0.00100613,0.00101376,82.788
1.8,0.000125886,0.00100232,0.00100995,82.836
1.8,0.000121117,0.00100041,0.00100804,83.052
1.8,0.000120163,0.00100518,0.00101186,83.154
1.8,0.000123025,0.00100709,0.00101376,83.022
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000125886,0.00100232,0.00100995,82.836
1.8,0.000122071,0.00100137,0.00100899,83.022
1.8,0.00011921,0.00100423,0.00101186,83.19
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.000125886,0.00100137,0.00100899,82.83
1.8,0.000122071,0.00100137,0.00100899,83.022
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123025,0.00100709,0.00101472,83.022
1.8,0.000125886,0.00100518,0.00101376,82.824
1.8,0.000125886,0.00100232,0.00100995,82.8
1.8,0.000123025,0.00100232,0.00100899,82.986
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000122071,0.00100613,0.00101376,83.052
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000123979,0.00100041,0.00100709,82.938
1.8,0.00011921,0.000998504,0.00100613,83.154
1.8,0.000116349,0.00100041,0.00100709,83.352
1.8,0.00011921,0.00100327,0.0010109,83.22
1.8,0.000121117,0.00100327,0.0010109,83.07
1.8,0.000121117,0.00100232,0.00100899,83.064
1.8,0.000121117,0.00100327,0.0010109,83.112
1.8,0.000120163,0.00100613,0.00101376,83.166
1.8,0.000123025,0.00100804,0.00101567,83.028
1.8,0.000125886,0.00100709,0.00101472,82.83
1.8,0.000125886,0.00100327,0.0010109,82.806
1.8,0.000122071,0.00100327,0.00100995,83.028
1.8,0.00011921,0.00100518,0.00101186,83.19
1.8,0.000121117,0.00100709,0.00101376,83.094
1.8,0.000124932,0.00100327,0.00101186,82.884
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000121117,0.00100041,0.00100804,83.052
1.8,0.000120163,0.00100327,0.0010109,83.148
1.8,0.000122071,0.00100613,0.00101376,83.052
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000121117,0.00100041,0.00100709,83.088
1.8,0.00011921,0.00100423,0.00101186,83.19
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000125886,0.00100232,0.00100995,82.836
1.8,0.000121117,0.00100232,0.00100899,83.1
1.8,0.00011921,0.00100518,0.00101186,83.232
1.8,0.000122071,0.00100709,0.00101472,83.064
1.8,0.000125886,0.00100709,0.00101567,82.836
1.8,0.000125886,0.00100327,0.00101186,82.812
1.8,0.000121117,0.00100137,0.00100899,83.058
1.8,0.00011921,0.00100327,0.0010109,83.184
1.8,0.000122071,0.00100613,0.00101376,83.052
1.8,0.000125886,0.00100518,0.00101281,82.854
1.8,0.000125886,0.00100327,0.0010109,82.842
1.8,0.000121117,0.00100232,0.00100899,83.064
1.8,0.000120163,0.00100327,0.0010109,83.148
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000125886,0.00100041,0.00100899,82.83
1.8,0.000121117,0.00100041,0.00100709,83.046
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123025,0.00100709,0.00101472,83.022
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000125886,0.00100137,0.00100899,82.794
1.8,0.000122071,0.00100137,0.00100899,83.022
1.8,0.00011921,0.00100232,0.00100899,83.214
1.8,0.00011921,0.00100423,0.00101186,83.19
1.8,0.000123979,0.00100327,0.00100995,82.956
1.8,0.000123979,0.000998504,0.00100613,82.926
1.8,0.000121117,0.000996597,0.00100423,83.028
1.8,0.000118256,0.000999458,0.00100709,83.232
1.8,0.000118256,0.00100327,0.00100899,83.256
1.8,0.000121117,0.00100327,0.00100995,83.07
1.8,0.000122071,0.00100041,0.00100804,83.016
1.8,0.000121117,0.00100041,0.00100709,83.088
1.8,0.00011921,0.00100232,0.00100899,83.178
1.8,0.000121117,0.00100518,0.00101186,83.118
1.8,0.000123979,0.00100613,0.00101376,82.938
1.8,0.000124932,0.00100327,0.0010109,82.878
1.8,0.000122071,0.00100041,0.00100804,83.016
1.8,0.00011921,0.00100041,0.00100804,83.166
1.8,0.000120163,0.00100423,0.00101186,83.154
1.8,0.000123979,0.00100518,0.00101281,82.932
1.8,0.000125886,0.00100423,0.00101186,82.812
1.8,0.000123979,0.00100041,0.00100899,82.902
1.8,0.000120163,0.00100041,0.00100709,83.124
1.8,0.000120163,0.00100327,0.00100995,83.142
1.8,0.000123979,0.00100613,0.00101376,82.98
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000123979,0.00100041,0.00100804,82.938
1.8,0.000120163,0.00100232,0.00100899,83.136
1.8,0.00011921,0.00100518,0.00101281,83.232
1.8,0.000122071,0.00100613,0.00101376,83.052
1.8,0.000124932,0.00100327,0.00101186,82.884
1.8,0.000123979,0.00100041,0.00100804,82.896
1.8,0.000120163,0.00100041,0.00100709,83.124
1.8,0.000118256,0.00100423,0.0010109,83.262
1.8,0.000121117,0.00100709,0.00101472,83.1
1.8,0.000124932,0.00100518,0.00101376,82.896
1.8,0.000123979,0.00100137,0.00100899,82.944
1.8,0.00011921,0.00100137,0.00100899,83.172
1.8,0.00011921,0.00100423,0.00101186,83.226
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000124932,0.00100423,0.00101186,82.89
1.8,0.000124932,0.00100041,0.00100804,82.86
1.8,0.000121117,0.000998504,0.00100613,83.076
1.8,0.00011921,0.00100327,0.00100995,83.178
1.8,0.000122071,0.00100518,0.00101281,83.046
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000124932,0.00100041,0.00100804,82.86
1.8,0.000121117,0.00100041,0.00100804,83.052
1.8,0.00011921,0.00100423,0.00101186,83.19
1.8,0.000123025,0.00100613,0.00101376,83.016
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000125886,0.00100041,0.00100899,82.83
1.8,0.000122071,0.000999458,0.00100709,83.004
1.8,0.000121117,0.00100137,0.00100899,83.094
1.8,0.000123025,0.00100327,0.0010109,82.998
1.8,0.000125886,0.00100137,0.00100899,82.83
1.8,0.000124932,0.000996597,0.00100423,82.83
1.8,0.000121117,0.00099469,0.00100232,83.01
1.8,0.000120163,0.000998504,0.00100518,83.112
1.8,0.000122071,0.00100137,0.00100899,83.022
1.8,0.000124932,0.00100041,0.00100899,82.866
1.8,0.000123979,0.000998504,0.00100613,82.884
1.8,0.000121117,0.000998504,0.00100613,83.076
1.8,0.000118256,0.00100327,0.00100899,83.256
1.8,0.000121117,0.00100613,0.00101376,83.088
1.8,0.000125886,0.00100423,0.00101186,82.854
1.8,0.000125886,0.00100041,0.00100899,82.83
1.8,0.000122071,0.00100041,0.00100709,83.01
1.8,0.00011921,0.00100137,0.00100899,83.208
1.8,0.000120163,0.00100518,0.00101186,83.154
1.8,0.000123979,0.00100518,0.00101281,82.974
1.8,0.000124932,0.00100041,0.00100899,82.866
1.8,0.000121117,0.000998504,0.00100518,83.034
1.8,0.000118256,0.00100137,0.00100899,83.244
1.8,0.00011921,0.00100613,0.00101376,83.202
1.8,0.000123979,0.00100709,0.00101376,82.98
1.8,0.00012684,0.00100327,0.0010109,82.77
1.8,0.000123979,0.000999458,0.00100709,82.896
1.8,0.000120163,0.00100041,0.00100709,83.124
1.8,0.00011921,0.00100423,0.00101186,83.226
1.8,0.000122071,0.00100709,0.00101376,83.058
1.8,0.000125886,0.00100518,0.00101281,82.818
1.8,0.000125886,0.00100041,0.00100804,82.824
1.8,0.000120163,0.000998504,0.00100613,83.118
1.8,0.000117302,0.00100327,0.00100899,83.292
1.8,0.00011921,0.00100518,0.00101281,83.196
1.8,0.000123979,0.00100518,0.00101281,82.932
1.8,0.000125886,0.00100041,0.00100899,82.788
1.8,0.000123025,0.000998504,0.00100613,82.962
1.8,0.00011921,0.00100137,0.00100899,83.172
1.8,0.00011921,0.00100518,0.00101281,83.196
1.8,0.000123979,0.00100613,0.00101376,82.98
1.8,0.000125886,0.00100232,0.00100995,82.8
1.8,0.000123979,0.000999458,0.00100709,82.896
1.8,0.000120163,0.00100041,0.00100804,83.13
1.8,0.00011921,0.00100518,0.00101186,83.232
1.8,0.000123025,0.00100804,0.00101567,83.028
1.8,0.00012684,0.00100709,0.00101472,82.794
1.8,0.000124932,0.00100137,0.00100899,82.872
1.8,0.000121117,0.000999458,0.00100709,83.082
1.8,0.000117302,0.00100327,0.00100899,83.292
1.8,0.00011921,0.00100709,0.00101472,83.208
1.8,0.000124932,0.00100709,0.00101472,82.908
1.8,0.000125886,0.00100232,0.00100995,82.8
1.8,0.000123979,0.000998504,0.00100613,82.926
1.8,0.000120163,0.00100041,0.00100709,83.124
1.8,0.000121117,0.00100327,0.00100995,83.106
1.8,0.000124932,0.00100327,0.0010109,82.878
1.8,0.000128747,0.000998504,0.00100709,82.626
1.8,0.000127793,0.000993736,0.00100232,82.668
1.8,0.000123979,0.000993736,0.00100137,82.89
1.8,0.000122071,0.000999458,0.00100709,83.004
1.8,0.000124932,0.00100327,0.0010109,82.878
1.8,0.000127793,0.00100232,0.00100995,82.728
1.8,0.000125886,0.000998504,0.00100613,82.806
1.8,0.000123025,0.000998504,0.00100518,82.962
1.8,0.00011921,0.00100137,0.00100899,83.172
1.8,0.000121117,0.00100518,0.00101281,83.124
1.8,0.000124932,0.00100518,0.00101281,82.896
1.8,0.00012684,0.00100137,0.00100899,82.758
1.8,0.000125886,0.000998504,0.00100613,82.806
